meta_system_id,meta_station_id,name,short_name,external_id,address,latitude,longitude,is_charging_station,state,station_type
ms_1o0lur0wcE4yDq8EcZTQdJhU,mss_1FM3hDvvdanZmjypw1d4ELbX,468 - Caños de San Pedro - San Cipriano,468,2323,"Calle Caños de San Pedro, 12",40.403472,-3.6019220000000005,false,active,physical
ms_1o0lur0wcE4yDq8EcZTQdJhU,mss_1Kz7b7P3BthYthe2iZRRHbDB,414 - Metro Villaverde Bajo-Cruce,414,2325,"Calle Santa Petronila, 7",40.350985,-3.692163,true,active,physical
ms_1o0lur0wcE4yDq8EcZTQdJhU,mss_1uFVrWH62eVQUxSxYKqaMfzO,380 - Oca,380,2326,"Calle de la Oca, 22",40.3894333,-3.7335492000000006,true,active,physical
ms_1o0lur0wcE4yDq8EcZTQdJhU,mss_1gKqBF0ZvaA7lVrnteiq3luq,553 - María Portugal - Niceto Alcalá Zamora,553,2350,"Calle María de Portugal, 44",40.499909,-3.658921,true,unresponsive,physical
ms_1o0lur0wcE4yDq8EcZTQdJhU,mss_1OlBH0kEhptWtA22DKPWzIYI,610 - Bardegueral,610,2360,"Calle Bardegueral, 16",40.4501721,-3.7719096999999997,false,active,physical
ms_1o0lur0wcE4yDq8EcZTQdJhU,mss_146KfGrQ4EaOMl9dCBYTLb3X,262 - María de las Mercedes de Borbón B,262,2365,"Calle María de las Mercedes de Borbón, 214",40.4928683,-3.620114,false,active,physical
ms_1o0lur0wcE4yDq8EcZTQdJhU,mss_1QVsnqMh6rgFwbuweoyOhMT3,611 - María de las Mercedes de Borbón A,611,2366,"Calle María de las Mercedes de Borbón, 98",40.490908297996654,-3.6121068531215528,false,active,physical
ms_1o0lur0wcE4yDq8EcZTQdJhU,mss_1A8tf3kunl19emQGNhb5RIqm,2 - Metro Callao,2,1406,Calle Miguel Moya nº 1,40.4204,-3.7056899999999997,true,active,physical
ms_1o0lur0wcE4yDq8EcZTQdJhU,mss_11wCwdP1KpNuSDKb1Uhe6ugQ,63 - Hospital Gral. Uni. Gregorio Marañón,63,1467,Calle Ibiza nº 64,40.4179237,-3.6708958999999997,true,active,physical
ms_1o0lur0wcE4yDq8EcZTQdJhU,mss_1w9Gu5sLMtl4g94lDlT5SQU0,77 - Plaza del Conde de Casal,77,1479,Plaza del Conde de Casal nº 8,40.4064784,-3.6707132,true,active,physical
ms_1o0lur0wcE4yDq8EcZTQdJhU,mss_15Cgbd4eorArAna4mxb6Lh3M,89 - Ayala - Conde de Peñalver,89,1492,Calle Ayala nº 104,40.4272582,-3.6752024,true,active,physical
ms_1o0lur0wcE4yDq8EcZTQdJhU,mss_1c1ozkJ850eAQS8mXpaXiq20,116B - Metro Plaza de España,116B,1522,"Calle de los Reyes, nº10",40.423684,-3.71046,true,active,physical
ms_1o0lur0wcE4yDq8EcZTQdJhU,mss_1WDg6OZ6szQJ8gdKPccNIHJv,130 - Metro Ríos Rosas,130,1536,"Calle de Santa Engracia, 129",40.44156,-3.7016399999999994,true,active,physical
ms_1o0lur0wcE4yDq8EcZTQdJhU,mss_1iy0zLsNwLgv6kpOKUmbv8UY,138 - Estación de tren Nuevos Ministerios,138,1544,"Paseo de la Castellana, 63",40.4457414,-3.6914063,true,active,physical
ms_1o0lur0wcE4yDq8EcZTQdJhU,mss_19X4d4wuQdtJsh4NthoFUrE0,"174 - Paseo de las Yeserías, 45",174,1580,Paseo de Yeserías nº 45,40.39742958306358,-3.7065258846557603,true,active,physical
ms_1o0lur0wcE4yDq8EcZTQdJhU,mss_1iLXbfCLc55CivB2tzLifflX,187 - Alejandro González - Alcalá,187,1593,"Calle de Alejandro González,1",40.4301326,-3.6638249,true,active,physical
ms_1o0lur0wcE4yDq8EcZTQdJhU,mss_15pvp5oFu25ysaEyYKycFTeo,223 - Ermita del Santo,223,1629,"Paseo de la Ermita del Santo, 48",40.406448,-3.724576,true,active,physical
ms_1o0lur0wcE4yDq8EcZTQdJhU,mss_1qfrPxUeTbSKo9jIyZAu9W3p,587 - Metro Paco de Lucía,587,2118,"Calle Costa Brava, 14",40.49892399,-3.7086574400000005,true,active,physical
ms_1o0lur0wcE4yDq8EcZTQdJhU,mss_1Ea4uVZ58K0sckCJtkqSRs8U,595 - Betanzos - Fermín Caballero,595,2163,"Avenida de Betanzos, 68",40.48178815,-3.7132206,true,active,physical
ms_1o0lur0wcE4yDq8EcZTQdJhU,mss_17CVh9zjSkQfQJEsKimeeq2r,367 - Metro San Francisco,367,2248,"Calle Albox, 35",40.373972,-3.7398400000000005,true,active,physical
ms_1o0lur0wcE4yDq8EcZTQdJhU,mss_1AQDvb7zw3IUFIbzwhXPSiqv,446 - C. Deportivo Mpal. Miguel Guillén Prim,446,2251,"Calle Puerto de Porzuna, 34",40.373826,-3.6236297000000004,true,active,physical
ms_1o0lur0wcE4yDq8EcZTQdJhU,mss_1eXqRPNWnn8oJyYiopaEeGD1,475 - Aurora Boreal - Minerva,475,2268,"Avenida de la Aurora Boreal, 19",40.399236,-3.603668,true,active,physical
ms_1o0lur0wcE4yDq8EcZTQdJhU,mss_1LlW0Bih7tWW94P7ErB1by04,412 - Estación de tren de Puente de Alcocer,412,2278,"Calle San Jenaro, 1",40.3500291,-3.7043083000000006,true,active,physical
ms_1o0lur0wcE4yDq8EcZTQdJhU,mss_1KZtHdRXDJxGUCgKUD9qovFV,7 - Hortaleza,7,1411,Calle Hortaleza nº 75,40.4251906,-3.6977715000000004,true,active,physical
ms_1o0lur0wcE4yDq8EcZTQdJhU,mss_1KUq7hdi3ujwf8TmShJz8LAI,49 - Casa Encendida,49,1453,Ronda de Atocha nº 34,40.4060533,-3.6992774,true,active,physical
ms_1o0lur0wcE4yDq8EcZTQdJhU,mss_1wMkMrlsy3s0Emr2KhKPTeeN,58 - Metro Chueca,58,1462,Calle Augusto Figueroa nº 33,40.4222783,-3.6978583000000005,true,active,physical
ms_1o0lur0wcE4yDq8EcZTQdJhU,mss_1YMC1KyU89CiI6QWCvzQPGPU,61 - O'Donnell - Narváez,61,1465,Calle O'Donnell nº 30,40.4214551,-3.6753139,true,active,physical
ms_1o0lur0wcE4yDq8EcZTQdJhU,mss_175bghdKRjykzzeYHJJxEvBA,70 - Hospital Uni. Infantil Niño Jesús,70,1472,Avenida de Menéndez Pelayo nº 63,40.415382385574716,-3.677872542327878,true,active,physical
ms_1o0lur0wcE4yDq8EcZTQdJhU,mss_14duVCSq2sSX7GCE81voe4KH,94 - Estación de tren de Recoletos,94,1497,Paseo de Recoletos nº 20,40.4232153,-3.6907560000000004,true,active,physical
ms_1o0lur0wcE4yDq8EcZTQdJhU,mss_1sbOrqgZl5xKhPw4osRIwjsg,164 - Paseo de las Delicias - Tomás Bretón,164,1570,Paseo de las Delicias nº 94,40.39723,-3.69461,true,active,physical
ms_1o0lur0wcE4yDq8EcZTQdJhU,mss_1wpsmtwj7DTuBNVApGuVWG8j,185 - Parque Quinta de la Fuente del Berro,185,1591,"Calle Sancho Dávila, 35",40.4250833,-3.6615277000000006,true,active,physical
ms_1o0lur0wcE4yDq8EcZTQdJhU,mss_1Zj1mA385Z2mgMGA4ruBC4Yj,204 - Doctor Santero - Bravo Murillo,204,1610,"Calle Doctor Santero, 1",40.4476488,-3.7040397,true,active,physical
ms_1o0lur0wcE4yDq8EcZTQdJhU,mss_1bdNdkVz4opN67o9JgQviRBJ,241 - Camilo José Cela,241,1647,"Calle Camilo José Cela, 27",40.4378,-3.6677899999999997,true,active,physical
ms_1o0lur0wcE4yDq8EcZTQdJhU,mss_1rzpC6S0rVtiVkXHuIemW2Ql,254 - Plaza del Perú,254,1660,"Avenida De Pio XII, 3",40.461,-3.6765599999999994,true,active,physical
ms_1o0lur0wcE4yDq8EcZTQdJhU,mss_15KuhdX1wPKxPsiBU3F9Y4U3,350 - Ervigio - Amalarico,350,1988,"Calle Ervigio, 22",40.3947,-3.7315,true,active,physical
ms_1o0lur0wcE4yDq8EcZTQdJhU,mss_1FEH9tgjjpxhWSkb78RsFowi,308 - María Auxiliadora - Francos Rodríguez,308,2089,"Calle María Auxiliadora, 1",40.45772941,-3.7134614699999995,true,active,physical
ms_1o0lur0wcE4yDq8EcZTQdJhU,mss_1Z4Ije78THfjLQHIHlA9piae,510 - Metro Avenida de Guadalajara,510,2090,"Avenida de Guadalajara, 101",40.42218968,-3.6134619899999993,true,active,physical
ms_1o0lur0wcE4yDq8EcZTQdJhU,mss_1En8koQJ3AT3JaJYsXgtqFyn,"515 - Avenida de Hellin, 13",515,2095,"Avenida de Hellin, 13",40.43091667,-3.61579967,true,active,physical
ms_1o0lur0wcE4yDq8EcZTQdJhU,mss_16U0PoDYqVr3L45eIOA6qkGz,361 - Metro Pan Bendito,361,2098,"Avenida de Abrantes, 106",40.37734672,-3.73266666,true,active,physical
ms_1o0lur0wcE4yDq8EcZTQdJhU,mss_1IkPuE4vdxsjUSJpvWRAnvqq,585 - Metro Fuencarral,585,2114,"Calle Molins de Rey, 8",40.4954662,-3.69374813,true,active,physical
ms_1o0lur0wcE4yDq8EcZTQdJhU,mss_14Obf2r1SYzWFFpQ3JW8IP5p,588 - Campo Calatrava - Rda Ingenioso Hidalgo,588,2119,"Av. del Campo de Calatrava, 17",40.50052161,-3.69112254,false,active,physical
ms_1o0lur0wcE4yDq8EcZTQdJhU,mss_1dEHIQNOJ6Mk0yJcVynHaL67,272 - Tejo - Parque La Ronda,272,2305,"Calle del Tejo, 22",40.39663,-3.679186,true,active,physical
ms_1o0lur0wcE4yDq8EcZTQdJhU,mss_1o961G4iAAnwQKVnh3S42lXw,474 - Estación de tren de Vicálvaro,474,2343,"Calle San Cipriano, 71",40.402255,-3.596875,true,active,physical
